aX,aY,aZ,gX,gY,gZ
-0.420,-0.400,2.353,32.349,63.171,1.770
-0.432,-0.434,2.408,24.902,85.510,6.775
-0.471,-0.417,2.374,15.137,112.427,13.184
-0.512,-0.384,2.286,9.766,138.489,20.020
-0.538,-0.363,2.177,12.146,164.062,29.053
-0.569,-0.365,2.064,18.799,186.829,37.720
-0.585,-0.361,1.942,21.484,204.407,45.776
-0.603,-0.369,1.809,18.250,219.482,49.805
-0.618,-0.397,1.674,9.094,228.577,52.551
-0.656,-0.350,1.538,-8.118,230.713,55.420
-0.704,-0.282,1.393,-27.527,232.910,54.932
-0.729,-0.227,1.229,-40.710,237.671,53.772
-0.719,-0.189,1.041,-47.180,246.399,53.894
-0.668,-0.136,0.811,-50.354,257.812,53.589
-0.619,-0.073,0.618,-56.702,262.512,51.392
-0.568,-0.028,0.498,-57.922,258.972,47.180
-0.489,0.016,0.409,-51.941,257.324,43.701
-0.370,0.033,0.322,-39.001,252.747,43.579
-0.291,0.058,0.240,-28.259,248.413,41.809
-0.224,0.076,0.192,-23.315,242.798,37.476
-0.163,0.082,0.163,-21.301,236.389,32.776
-0.096,0.071,0.163,-17.944,230.713,28.625
-0.024,0.036,0.083,-17.334,230.042,25.757
0.074,0.050,-0.041,-25.208,229.980,23.132
0.156,0.137,-0.171,-32.776,222.656,20.081
0.264,0.187,-0.182,-28.748,210.083,17.334
0.346,0.165,-0.162,-12.268,199.219,16.357
0.411,0.100,-0.110,6.470,192.871,19.958
0.463,0.076,-0.116,19.592,189.331,24.109
0.522,0.032,-0.153,21.423,183.533,25.757
0.580,0.030,-0.202,13.367,176.575,22.705
0.630,0.058,-0.233,1.709,168.396,19.409
0.693,0.080,-0.251,-3.418,163.147,18.494
0.753,0.102,-0.281,-0.549,159.607,21.057
0.789,0.122,-0.340,7.935,155.701,25.635
0.835,0.153,-0.381,14.526,147.949,28.687
0.870,0.175,-0.364,16.541,134.705,28.564
0.892,0.184,-0.350,13.123,125.488,25.513
0.924,0.189,-0.359,6.775,119.263,21.118
0.956,0.195,-0.373,-2.625,113.098,16.663
0.983,0.211,-0.396,-10.193,108.093,11.536
1.002,0.234,-0.434,-13.062,103.455,8.484
1.006,0.233,-0.448,-10.376,95.581,8.362
1.008,0.216,-0.443,-5.005,88.684,7.568
1.025,0.220,-0.464,-1.770,84.778,6.409
1.040,0.231,-0.477,-1.831,77.759,5.737
1.044,0.225,-0.492,-1.709,70.923,1.221
1.056,0.196,-0.490,-5.066,65.186,-3.113
1.078,0.194,-0.493,-10.437,57.556,-6.592
1.091,0.183,-0.482,-12.085,50.293,-9.705
1.079,0.173,-0.453,-9.705,44.861,-10.742
1.068,0.150,-0.405,-5.737,37.476,-9.460
1.059,0.113,-0.355,0.000,32.471,-9.827
1.055,0.076,-0.315,1.221,28.015,-9.460
1.047,0.042,-0.273,2.258,22.522,-9.949
1.043,0.012,-0.238,0.000,19.104,-11.414
1.031,0.012,-0.196,-4.089,13.123,-11.292
1.028,-0.001,-0.167,-4.822,7.568,-11.841
1.020,-0.033,-0.134,-2.563,3.418,-12.207
1.023,-0.049,-0.106,-1.709,1.770,-11.353
1.006,-0.048,-0.091,-0.610,0.305,-8.423
1.000,-0.054,-0.054,3.601,-1.282,-6.165
0.991,-0.058,-0.019,6.653,-2.502,-4.028
0.983,-0.061,0.025,8.789,-2.930,-3.235
0.973,-0.045,0.050,7.690,-3.235,-2.075
0.974,-0.028,0.060,7.202,-2.930,-1.892
0.970,-0.004,0.072,6.409,-0.854,-2.136
0.973,-0.001,0.093,7.141,-0.122,-0.305
0.974,-0.006,0.103,9.277,1.526,1.831
0.978,-0.007,0.095,11.902,5.615,4.028
0.975,-0.013,0.079,11.414,8.850,7.263
0.970,0.012,0.037,10.254,11.536,8.606
0.974,0.028,0.020,7.080,11.719,9.033
0.982,0.039,0.016,4.822,9.827,7.507
0.984,0.062,0.012,2.014,7.629,5.798
0.987,0.086,0.010,0.671,5.859,4.944
0.982,0.087,0.016,2.869,4.700,4.333
0.982,0.074,0.023,6.653,5.737,4.333
0.989,0.051,0.025,10.376,6.836,5.859
0.985,0.033,0.022,12.756,8.423,7.690
0.982,0.025,0.015,12.268,8.972,8.240
0.981,0.035,0.004,9.521,8.789,8.362
0.987,0.058,-0.013,6.531,8.301,8.362
0.985,0.073,-0.020,3.662,7.446,7.141
0.984,0.096,-0.024,-1.282,5.676,4.700
0.988,0.131,-0.042,-7.446,4.150,1.770
0.992,0.138,-0.053,-8.118,3.601,-0.549
0.996,0.134,-0.063,-4.456,2.991,-1.099
1.000,0.101,-0.042,0.488,2.747,0.122
0.988,0.081,-0.028,5.371,2.991,1.282
0.979,0.061,-0.004,6.409,2.075,1.648
0.978,0.050,0.009,4.211,1.953,0.732
0.983,0.059,-0.004,0.366,2.991,0.244
0.991,0.061,-0.018,0.061,2.686,0.061
0.988,0.063,-0.022,-0.549,2.319,0.183
0.989,0.071,-0.014,-0.732,0.916,-0.122
0.979,0.073,-0.005,-1.648,0.916,-1.282
0.983,0.073,-0.004,-2.625,0.610,-1.953
0.983,0.078,-0.015,-3.845,1.404,-2.869
0.980,0.075,-0.018,-3.601,0.793,-3.113
0.979,0.064,-0.011,-3.235,0.183,-3.296
0.982,0.047,-0.001,-2.319,-0.427,-3.784
0.981,0.042,0.000,-3.967,0.427,-3.784
0.986,0.047,-0.006,-5.737,0.488,-3.174
0.987,0.041,-0.008,-3.845,0.916,-3.174
0.988,0.027,-0.000,-2.869,1.282,-1.892
0.986,0.022,0.015,-2.808,1.648,-0.488
0.977,0.042,0.014,-2.625,3.052,-0.244
0.978,0.043,0.003,-0.977,2.563,0.244
0.977,0.042,-0.005,-0.366,1.404,0.916
0.985,0.028,-0.009,1.587,-0.244,-0.854
0.987,0.021,-0.011,0.183,-0.671,-2.258
0.984,0.030,0.000,-1.160,-1.526,-2.197
0.981,0.026,0.010,-0.671,-0.854,-1.404
0.984,0.015,0.008,2.686,0.427,0.000
0.982,0.009,0.003,2.808,2.136,1.404
0.988,0.008,-0.002,0.977,2.991,2.014
0.988,0.017,-0.019,-2.380,4.150,2.686

-0.345,-0.361,2.049,37.720,44.556,-0.488
-0.384,-0.433,2.130,41.321,59.631,3.906
-0.429,-0.487,2.194,42.114,76.294,9.277
-0.476,-0.508,2.214,37.537,94.788,16.235
-0.527,-0.502,2.215,28.198,114.868,23.071
-0.557,-0.481,2.172,20.081,136.780,29.175
-0.591,-0.453,2.075,16.602,160.400,36.926
-0.624,-0.411,1.959,15.625,184.631,44.556
-0.641,-0.375,1.853,18.677,202.515,53.406
-0.657,-0.360,1.755,22.644,215.454,58.899
-0.701,-0.338,1.668,23.804,226.990,62.073
-0.755,-0.321,1.559,22.339,240.417,64.819
-0.774,-0.293,1.427,19.104,252.136,68.481
-0.781,-0.252,1.248,15.808,266.235,71.411
-0.787,-0.196,1.047,13.306,281.433,73.303
-0.746,-0.145,0.839,12.634,289.673,74.707
-0.677,-0.102,0.620,11.841,291.992,70.129
-0.587,-0.100,0.458,8.118,288.574,60.669
-0.473,-0.119,0.337,4.883,279.724,53.894
-0.380,-0.119,0.239,3.601,271.240,53.650
-0.287,-0.109,0.149,5.798,264.282,55.298
-0.218,-0.111,0.091,8.972,257.385,56.152
-0.169,-0.110,0.018,8.484,253.113,57.556
-0.084,-0.080,-0.034,3.784,251.465,58.289
0.020,-0.074,-0.078,-2.686,245.300,58.533
0.108,-0.023,-0.138,-11.047,239.746,58.289
0.241,-0.005,-0.140,-16.846,230.652,55.786
0.310,0.004,-0.163,-25.391,222.595,52.429
0.369,0.055,-0.215,-36.621,218.323,49.561
0.432,0.119,-0.291,-44.189,214.172,46.448
0.516,0.192,-0.371,-44.739,212.158,42.725
0.588,0.192,-0.374,-32.471,200.012,42.053
0.628,0.176,-0.349,-17.883,186.035,41.443
0.667,0.125,-0.285,-6.409,174.866,40.588
0.701,0.102,-0.266,-2.686,170.044,39.917
0.736,0.063,-0.233,-5.127,164.124,38.208
0.750,0.082,-0.268,-14.221,158.386,35.461
0.798,0.112,-0.311,-21.423,155.090,35.706
0.840,0.157,-0.367,-21.912,151.733,37.292
0.868,0.182,-0.397,-19.043,146.729,38.635
0.866,0.197,-0.417,-17.639,139.771,36.682
0.903,0.232,-0.438,-21.362,132.019,31.250
0.936,0.255,-0.483,-24.170,121.948,23.193
0.949,0.255,-0.520,-17.944,113.586,16.907
0.958,0.215,-0.526,-5.127,105.774,16.235
0.965,0.143,-0.488,5.310,98.450,17.029
0.966,0.068,-0.442,7.446,92.163,16.296
0.963,0.025,-0.432,-1.282,87.341,13.672
0.984,0.060,-0.495,-14.587,83.008,9.521
1.004,0.104,-0.574,-23.560,78.369,7.019
1.024,0.142,-0.600,-20.935,71.289,7.812
1.036,0.150,-0.600,-10.010,63.843,9.399
1.047,0.150,-0.608,3.235,57.922,11.414
1.067,0.147,-0.635,18.005,52.979,14.587
1.077,0.149,-0.653,33.386,47.485,18.860
1.072,0.122,-0.619,48.889,38.513,22.461
1.055,0.076,-0.559,56.458,27.832,25.085
1.040,0.036,-0.502,55.359,20.203,25.330
1.026,0.041,-0.449,45.044,14.343,23.743
1.008,0.068,-0.394,31.006,7.385,21.606
1.000,0.090,-0.343,18.799,1.770,18.188
0.998,0.123,-0.294,8.240,-1.465,14.404
0.992,0.173,-0.255,1.648,-3.418,11.475
0.989,0.193,-0.223,1.709,-4.333,9.888
0.986,0.185,-0.198,3.906,-5.188,8.972
0.984,0.168,-0.175,5.798,-6.348,8.240
0.982,0.150,-0.143,4.517,-6.897,6.348
0.981,0.124,-0.120,1.038,-6.531,4.150
0.980,0.110,-0.106,-3.601,-5.493,2.197
0.979,0.121,-0.093,-8.789,-7.324,2.136
0.968,0.142,-0.067,-12.207,-9.644,1.404
0.963,0.174,-0.050,-10.132,-10.010,1.221
0.956,0.176,-0.027,-2.686,-7.812,2.319
0.961,0.128,-0.007,6.226,-2.991,2.869
0.964,0.076,-0.004,11.169,1.953,4.761
0.962,0.064,-0.018,9.338,4.944,7.690
0.965,0.092,-0.057,5.371,8.118,8.606
0.972,0.134,-0.096,-0.427,9.949,7.874
0.976,0.161,-0.112,-6.836,6.714,6.165
0.988,0.176,-0.104,-9.521,2.319,2.808
0.988,0.203,-0.103,-10.864,0.427,-0.183
0.980,0.217,-0.113,-7.202,0.977,-1.343
0.982,0.176,-0.107,1.648,0.671,-0.488
0.985,0.125,-0.078,8.301,-0.183,-1.221
0.969,0.090,-0.049,7.568,-0.732,-1.953
0.964,0.083,-0.054,1.526,1.526,-3.113
0.972,0.104,-0.076,-7.568,2.319,-3.357
0.972,0.110,-0.095,-13.550,2.502,-3.845
0.985,0.102,-0.108,-15.381,2.319,-4.944
0.984,0.119,-0.121,-14.893,1.038,-5.859
0.975,0.129,-0.130,-12.146,1.282,-6.287
0.983,0.111,-0.133,-5.798,2.441,-6.348
0.987,0.064,-0.124,0.488,2.075,-4.272
0.981,0.033,-0.109,3.174,2.136,-2.686
0.975,0.027,-0.111,1.160,3.296,-2.563
0.976,0.044,-0.127,-4.639,4.272,-2.502
0.983,0.077,-0.140,-8.850,3.845,-2.808
0.980,0.100,-0.142,-9.766,1.953,-2.991
0.985,0.113,-0.148,-7.751,2.502,-3.723
0.983,0.106,-0.149,-4.272,1.221,-3.479
0.982,0.087,-0.147,-0.488,0.427,-2.869
0.983,0.068,-0.141,2.136,0.488,-2.380
0.984,0.051,-0.125,4.028,0.244,-2.197
0.982,0.047,-0.116,2.808,1.160,-2.136
0.980,0.052,-0.109,-0.183,0.549,-1.404
0.975,0.057,-0.106,-3.967,-0.061,-0.366
0.979,0.069,-0.112,-5.676,-0.061,-0.793
0.977,0.091,-0.125,-5.981,0.671,-1.343
0.975,0.109,-0.134,-4.883,0.732,-1.160
0.983,0.092,-0.132,-1.465,-0.061,-1.282
0.990,0.071,-0.129,2.747,-0.488,-2.014
0.984,0.067,-0.120,2.625,-0.244,-1.953
0.981,0.067,-0.115,0.793,-1.587,-1.160
0.982,0.072,-0.120,-0.671,-0.977,-1.892
0.982,0.079,-0.126,-2.197,-1.709,-1.343
0.981,0.086,-0.132,-1.709,-1.465,-1.953
0.981,0.090,-0.122,-1.709,-2.319,-1.099
0.976,0.085,-0.109,-0.122,-3.784,-1.343
0.976,0.088,-0.107,0.671,-3.723,-1.770

-0.368,-0.306,1.983,24.109,85.571,8.972
-0.381,-0.328,1.989,23.682,102.783,15.320
-0.409,-0.333,1.977,23.987,121.460,23.315
-0.424,-0.343,1.942,27.954,140.015,30.884
-0.445,-0.340,1.883,28.992,158.447,37.903
-0.473,-0.336,1.845,27.100,173.462,43.518
-0.533,-0.331,1.813,26.306,184.937,47.424
-0.569,-0.340,1.768,27.039,196.838,48.950
-0.593,-0.348,1.680,24.292,212.524,50.720
-0.612,-0.342,1.553,20.081,226.624,54.443
-0.613,-0.330,1.414,16.479,241.150,57.861
-0.626,-0.329,1.280,11.414,252.380,62.073
-0.625,-0.332,1.141,8.240,264.343,65.613
-0.600,-0.313,0.998,3.906,275.696,71.655
-0.576,-0.258,0.844,0.549,283.569,78.064
-0.503,-0.201,0.695,-0.244,288.330,80.627
-0.437,-0.149,0.561,-3.540,285.828,81.116
-0.374,-0.108,0.446,-10.254,282.532,77.209
-0.318,-0.051,0.339,-21.057,277.893,73.425
-0.250,0.009,0.238,-29.358,274.475,68.115
-0.172,0.035,0.157,-34.607,268.372,61.890
-0.108,0.049,0.088,-39.368,261.658,55.176
-0.037,0.109,0.015,-43.213,256.653,49.805
0.050,0.151,-0.025,-40.283,247.864,46.204
0.132,0.148,-0.035,-29.968,241.211,43.335
0.199,0.102,-0.054,-16.602,236.572,43.091
0.262,0.085,-0.101,-12.146,233.948,44.678
0.344,0.084,-0.155,-14.404,228.516,43.823
0.399,0.110,-0.214,-23.621,221.680,40.039
0.458,0.121,-0.224,-31.860,211.182,36.865
0.498,0.109,-0.228,-31.616,201.721,33.875
0.552,0.107,-0.251,-33.997,197.815,32.227
0.591,0.146,-0.316,-39.612,191.223,31.433
0.640,0.167,-0.339,-41.321,183.350,29.236
0.683,0.177,-0.375,-40.344,176.575,26.672
0.720,0.221,-0.456,-38.940,172.119,24.841
0.773,0.239,-0.509,-30.640,163.940,25.574
0.813,0.248,-0.570,-16.541,157.837,25.513
0.860,0.241,-0.599,-4.395,148.193,26.978
0.871,0.212,-0.573,6.226,135.315,27.588
0.884,0.167,-0.522,10.010,126.648,26.672
0.892,0.134,-0.516,4.822,119.751,26.306
0.909,0.153,-0.542,-6.470,115.234,24.048
0.919,0.206,-0.589,-16.418,109.497,22.278
0.937,0.265,-0.658,-15.625,105.225,20.630
0.953,0.287,-0.708,-5.066,100.098,20.874
0.978,0.298,-0.753,9.583,92.896,20.630
1.001,0.303,-0.795,21.240,86.060,18.738
1.017,0.281,-0.776,29.053,73.303,16.357
1.005,0.239,-0.728,29.602,61.157,10.803
1.001,0.169,-0.673,20.264,49.744,5.188
1.005,0.106,-0.623,4.272,40.405,-1.038
1.017,0.084,-0.587,-16.968,33.508,-6.042
1.017,0.104,-0.582,-34.668,30.640,-8.789
1.022,0.125,-0.583,-37.476,28.015,-5.188
1.032,0.146,-0.590,-25.818,26.367,-0.061
1.026,0.160,-0.548,-5.676,22.522,8.545
0.996,0.161,-0.491,13.794,18.738,15.503
0.982,0.152,-0.443,28.748,15.320,19.470
0.977,0.151,-0.392,33.325,10.010,20.081
0.969,0.147,-0.331,28.442,2.808,17.639
0.967,0.160,-0.294,19.287,-1.526,13.733
0.971,0.177,-0.267,10.315,-3.174,9.460
0.972,0.204,-0.239,3.357,-4.272,6.714
0.974,0.233,-0.212,1.831,-6.226,5.981
0.971,0.238,-0.180,6.531,-5.066,5.615
0.961,0.204,-0.132,14.709,-3.540,8.301
0.952,0.162,-0.099,21.179,-0.916,10.315
0.939,0.151,-0.089,19.531,2.319,11.108
0.935,0.156,-0.100,13.977,3.235,10.559
0.945,0.181,-0.117,8.179,4.028,7.996
0.947,0.188,-0.111,2.258,4.333,5.798
0.954,0.205,-0.120,-5.188,4.089,4.456
0.961,0.238,-0.152,-11.353,5.493,2.258
0.966,0.272,-0.197,-13.733,7.202,-0.183
0.977,0.278,-0.233,-10.681,7.385,-0.061
0.983,0.261,-0.257,-1.465,7.202,0.305
0.978,0.234,-0.262,5.981,6.409,0.305
0.971,0.197,-0.243,9.338,2.747,0.183
0.969,0.168,-0.218,6.409,0.854,-2.136
0.962,0.161,-0.198,0.061,-1.343,-3.296
0.960,0.168,-0.189,-6.409,-1.465,-4.517
0.968,0.176,-0.184,-10.803,-1.831,-4.395
0.966,0.222,-0.189,-11.902,-0.305,-4.333
0.965,0.225,-0.179,-6.531,-0.366,-3.174
0.959,0.188,-0.166,2.075,1.526,-3.174
0.952,0.150,-0.155,5.981,2.319,-3.052
0.947,0.124,-0.151,3.296,1.282,-2.991
0.958,0.108,-0.166,-0.610,1.221,-3.784
0.963,0.113,-0.172,-5.554,1.160,-4.089
0.961,0.125,-0.177,-7.935,0.916,-4.333
0.967,0.136,-0.191,-8.057,1.465,-3.540
0.965,0.140,-0.198,-2.686,1.282,-2.380
0.960,0.140,-0.199,1.526,1.831,-1.160
0.960,0.147,-0.204,2.747,3.357,-0.916
0.959,0.156,-0.207,1.892,2.747,-0.732
0.964,0.150,-0.210,1.709,1.953,-1.343
0.969,0.146,-0.219,1.099,2.319,-2.441
0.968,0.141,-0.223,-1.099,0.305,-2.686
0.968,0.153,-0.226,-2.686,-0.183,-3.479
0.970,0.156,-0.223,-2.502,-1.587,-3.174
0.972,0.139,-0.212,1.465,-2.380,-2.686
0.970,0.121,-0.197,3.235,-0.488,-2.380
0.965,0.112,-0.187,2.869,-0.183,-1.038
0.964,0.110,-0.181,2.014,0.305,0.916
0.957,0.113,-0.178,2.563,0.366,1.343
0.955,0.122,-0.176,1.343,1.160,0.671
0.955,0.131,-0.178,-1.465,-0.244,-0.244
0.959,0.134,-0.178,-2.686,-1.953,-1.953
0.963,0.140,-0.186,-2.930,-1.221,-2.747
0.964,0.137,-0.188,-1.038,-1.282,-1.892
0.965,0.132,-0.191,1.282,-0.183,-1.343
0.966,0.134,-0.200,2.136,0.000,-0.305
0.969,0.149,-0.215,3.235,0.732,0.061
0.970,0.156,-0.223,2.747,0.000,0.488
0.969,0.161,-0.236,1.892,-1.404,-0.183
0.970,0.163,-0.255,2.563,-2.869,-1.282
0.974,0.169,-0.275,2.991,-4.211,-1.648
0.981,0.171,-0.289,2.747,-5.127,-2.625

-0.386,-0.422,2.040,40.894,51.941,8.179
-0.420,-0.446,2.082,39.551,70.984,13.550
-0.446,-0.459,2.081,37.964,90.637,20.569
-0.458,-0.468,2.050,34.668,110.840,27.771
-0.482,-0.454,1.988,29.602,131.348,34.424
-0.492,-0.423,1.889,24.109,150.879,41.565
-0.496,-0.395,1.778,21.301,168.518,47.729
-0.516,-0.373,1.685,21.179,183.105,53.650
-0.527,-0.350,1.567,21.240,196.106,58.411
-0.524,-0.325,1.440,19.653,207.581,62.012
-0.526,-0.297,1.320,16.296,215.454,62.744
-0.515,-0.287,1.222,11.658,221.680,61.096
-0.509,-0.273,1.113,5.798,227.051,60.181
-0.487,-0.243,0.982,-0.671,234.741,59.387
-0.451,-0.233,0.860,-4.272,239.197,60.547
-0.408,-0.220,0.733,-6.287,243.835,60.547
-0.357,-0.187,0.608,-11.414,245.789,61.096
-0.293,-0.149,0.492,-14.038,246.094,59.998
-0.206,-0.137,0.408,-12.817,242.432,59.692
-0.123,-0.127,0.346,-9.766,236.755,59.326
-0.044,-0.111,0.304,-9.033,229.248,58.472
0.013,-0.096,0.281,-11.414,221.619,55.664
0.077,-0.064,0.283,-15.564,214.172,52.734
0.117,-0.056,0.311,-16.907,206.787,50.293
0.140,-0.042,0.312,-19.653,203.857,48.035
0.187,-0.036,0.305,-23.743,203.247,45.898
0.241,-0.016,0.266,-27.100,202.148,44.128
0.293,0.015,0.218,-28.564,200.562,42.480
0.349,0.029,0.183,-23.743,197.266,41.809
0.385,0.014,0.146,-14.709,193.665,41.504
0.417,-0.004,0.111,-8.057,190.796,41.809
0.461,-0.018,0.098,-4.700,186.035,41.443
0.498,-0.055,0.106,-6.470,180.054,39.490
0.516,-0.073,0.108,-13.916,175.720,36.987
0.550,-0.040,0.096,-22.888,173.889,36.316
0.579,-0.008,0.050,-26.306,172.729,36.316
0.617,0.023,-0.007,-26.245,172.302,35.217
0.639,0.047,-0.046,-21.545,169.189,34.668
0.676,0.051,-0.071,-14.465,166.443,36.194
0.698,0.055,-0.090,-9.216,163.147,38.208
0.711,0.073,-0.115,-11.169,160.767,38.391
0.739,0.086,-0.125,-20.996,156.372,35.278
0.757,0.109,-0.159,-36.743,152.893,29.419
0.780,0.152,-0.205,-54.321,150.879,23.010
0.809,0.205,-0.283,-66.406,149.536,16.907
0.846,0.257,-0.386,-69.275,148.743,12.085
0.870,0.301,-0.501,-60.730,147.339,8.362
0.914,0.274,-0.568,-43.884,140.259,6.104
0.949,0.216,-0.596,-27.344,130.981,3.967
0.956,0.162,-0.592,-18.860,119.141,3.174
0.953,0.107,-0.591,-18.555,107.910,-0.488
0.960,0.074,-0.594,-26.367,98.877,-4.028
0.980,0.057,-0.602,-33.203,90.698,-6.042
0.993,0.067,-0.616,-34.424,83.557,-6.226
1.002,0.098,-0.637,-32.104,79.651,-4.944
1.011,0.114,-0.642,-22.949,74.036,-2.014
1.029,0.114,-0.649,-8.972,69.092,1.404
1.033,0.108,-0.641,2.136,62.195,4.883
1.034,0.089,-0.617,10.803,51.941,6.226
1.027,0.067,-0.577,14.160,43.274,5.066
1.012,0.048,-0.524,12.451,33.752,4.395
1.007,0.043,-0.479,9.888,26.428,1.892
1.001,0.032,-0.426,6.348,20.752,0.549
0.998,0.016,-0.369,4.333,15.869,0.000
0.990,-0.000,-0.311,4.333,14.526,-0.061
0.980,0.013,-0.276,3.113,14.648,2.014
0.977,0.032,-0.262,3.540,16.296,3.296
0.979,0.053,-0.272,3.479,16.663,4.700
0.981,0.068,-0.288,5.371,16.418,4.028
0.986,0.067,-0.297,5.127,14.465,3.418
0.990,0.060,-0.293,5.005,11.719,1.892
0.986,0.054,-0.287,3.601,9.155,0.549
0.989,0.048,-0.286,2.380,7.263,-0.427
0.992,0.055,-0.292,2.197,5.798,-0.366
0.988,0.056,-0.290,3.784,4.700,-0.366
0.989,0.040,-0.271,7.080,3.235,0.854
0.977,0.032,-0.252,8.057,3.235,2.075
0.977,0.024,-0.240,7.141,2.319,3.174
0.979,0.026,-0.237,4.395,3.235,2.625
0.976,0.051,-0.241,0.244,2.441,1.953
0.977,0.067,-0.236,-2.502,-0.305,1.099
0.974,0.074,-0.230,-3.662,-2.625,-0.122
0.981,0.077,-0.224,-2.930,-4.028,-1.221
0.973,0.070,-0.204,0.488,-5.127,-1.831
0.969,0.039,-0.181,2.563,-4.272,-1.709
0.969,0.010,-0.164,3.723,-2.930,-1.038
0.969,-0.001,-0.162,2.258,-0.122,-0.183
0.968,0.002,-0.177,-0.610,1.587,2.258
0.970,0.025,-0.198,-1.526,4.272,3.418
0.972,0.042,-0.207,-3.113,3.662,5.554
0.970,0.069,-0.210,-2.441,1.404,4.639
0.975,0.063,-0.203,-1.953,0.671,1.587
0.975,0.070,-0.201,-2.197,-0.366,-0.610
0.975,0.077,-0.188,-2.197,-1.770,-0.244
0.970,0.064,-0.170,2.136,-1.770,-0.671
0.962,0.042,-0.148,5.493,-1.343,0.732
0.960,0.028,-0.145,6.653,0.427,1.038
0.964,0.028,-0.155,3.784,2.197,1.465
0.971,0.038,-0.173,-0.549,3.479,1.404
0.976,0.051,-0.192,-4.822,4.150,0.916
0.978,0.062,-0.202,-6.958,3.601,0.854
0.977,0.077,-0.206,-6.592,2.563,0.916
0.974,0.091,-0.215,-4.883,2.136,0.916
0.974,0.082,-0.217,0.183,1.770,0.061
0.977,0.056,-0.213,4.822,0.854,-0.427
0.974,0.037,-0.207,6.165,0.061,-1.221
0.970,0.011,-0.195,5.127,-1.343,-2.258
0.974,-0.003,-0.185,1.648,-2.136,-2.808
0.975,-0.004,-0.188,-2.258,-1.099,-2.441
0.977,-0.009,-0.208,-4.395,0.366,-1.160
0.984,-0.010,-0.229,-5.676,1.770,0.977
0.977,0.028,-0.226,-6.409,1.709,2.991
0.966,0.079,-0.222,-4.944,0.122,4.333
0.970,0.083,-0.226,0.366,-0.549,3.845
0.972,0.065,-0.218,5.920,-1.465,2.258
0.978,0.036,-0.208,6.653,-3.418,0.549
0.978,0.025,-0.200,4.150,-4.150,-0.610
0.975,0.032,-0.189,1.770,-4.700,-0.488
0.966,0.051,-0.186,0.366,-3.967,0.122

-0.348,-0.414,2.051,32.227,47.485,5.432
-0.390,-0.436,2.098,29.480,62.012,9.888
-0.401,-0.458,2.101,29.114,81.055,15.442
